order_id,first_ingredients,second_ingredients,third_ingredients,fourth_ingredients,fifth_ingredients,sixth_ingredients,seventh_ingredients,eight_ingredients
131,Chicken, Tomatoes, Red Peppers, Spinach, Garlic,,, Pesto Sauce
131,Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese,,, Garlic
131,Spinach, Mushrooms, Tomatoes, Green Olives,,,, Feta Cheese
131,Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese
132,Mozzarella Cheese,,,,,,, Pepperoni
133,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
133,Sliced Ham, Pineapple,,,,,, Mozzarella Cheese
133,Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast,,, Red Onions
134,Bacon, Pepperoni, Italian Sausage,,,,, Chorizo Sausage
134,Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce
134,Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese
135,Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic
136,Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese,,, Garlic
136,Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese,,, Garlic
137,Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes,, Red Onions
137,Mozzarella Cheese,,,,,,, Pepperoni
137,Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi,,, Garlic
138,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
138,Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese,,,, Garlic
138,Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic,, Pesto Sauce
138,Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions,,, Garlic
139,Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese,,, Garlic
140,Prosciutto di San Daniele, Arugula,,,,,, Mozzarella Cheese
140,Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic
141,Pepperoni, Mushrooms, Red Onions, Red Peppers,,,, Bacon
142,Spinach, Mushrooms, Tomatoes, Green Olives,,,, Feta Cheese
143,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
143,Pepperoni, Mushrooms, Red Onions, Red Peppers,,,, Bacon
143,Sliced Ham, Pineapple,,,,,, Mozzarella Cheese
143,Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic
143,Mozzarella Cheese,,,,,,, Pepperoni
143,Prosciutto di San Daniele, Arugula,,,,,, Mozzarella Cheese
143,Chicken, Pineapple, Tomatoes, Red Peppers,,,, Thai Sweet Chilli Sauce
143,Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic
144,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
144,Bacon, Pepperoni, Italian Sausage,,,,, Chorizo Sausage
144,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
144,Chicken, Tomatoes, Red Peppers, Spinach, Garlic,,, Pesto Sauce
144,Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese,,, Garlic
144,Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese,,,, Garlic
144,Pepperoni, Mushrooms,,,,,, Green Peppers
144,Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce
144,Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce
144,Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi,,, Garlic
144,Chicken, Pineapple, Tomatoes, Red Peppers,,,, Thai Sweet Chilli Sauce
144,Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic
145,Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast,,, Red Onions
146,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
146,Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese,,,, Garlic
146,Sliced Ham, Pineapple,,,,,, Mozzarella Cheese
147,Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast,,, Red Onions
148,Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes,, Red Onions
149,Spinach, Mushrooms, Red Onions, Feta Cheese,,,, Garlic
150,Mozzarella Cheese,,,,,,, Pepperoni
151,Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce
151,Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese
152,Sliced Ham, Pineapple,,,,,, Mozzarella Cheese
152,Spinach, Mushrooms, Red Onions, Feta Cheese,,,, Garlic
152,Chicken, Pineapple, Tomatoes, Red Peppers,,,, Thai Sweet Chilli Sauce
152,Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast,,, Red Onions
153,Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic
154,Prosciutto di San Daniele, Arugula,,,,,, Mozzarella Cheese
155,Chicken, Tomatoes, Red Peppers, Spinach, Garlic,,, Pesto Sauce
155,Tomatoes, Anchovies, Green Olives, Red Onions,,,, Garlic
155,Mozzarella Cheese,,,,,,, Pepperoni
155,Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese,,, Garlic
156,Tomatoes, Anchovies, Green Olives, Red Onions,,,, Garlic
156,Chicken, Pineapple, Tomatoes, Red Peppers,,,, Thai Sweet Chilli Sauce
157,Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives,,, Garlic
157,Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes,, Red Onions
157,Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions,,, Garlic
157,Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic,,, Pesto Sauce
158,Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic,, Pesto Sauce
158,Chicken, Pineapple, Tomatoes, Red Peppers,,,, Thai Sweet Chilli Sauce
159,Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese,,,, Garlic
159,Chicken, Pineapple, Tomatoes, Red Peppers,,,, Thai Sweet Chilli Sauce
160,Pepperoni, Mushrooms, Red Onions, Red Peppers,,,, Bacon
161,Sliced Ham, Pineapple,,,,,, Mozzarella Cheese
161,Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi,,, Garlic
161,Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast,,, Red Onions
162,Bacon, Pepperoni, Italian Sausage,,,,, Chorizo Sausage
163,Sliced Ham, Pineapple,,,,,, Mozzarella Cheese
163,Mozzarella Cheese,,,,,,, Pepperoni
163,Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast,,, Red Onions
164,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
164,Mozzarella Cheese,,,,,,, Pepperoni
165,Prosciutto di San Daniele, Arugula,,,,,, Mozzarella Cheese
166,Prosciutto di San Daniele, Arugula,,,,,, Mozzarella Cheese
167,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
167,Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives,,, Garlic
167,Mozzarella Cheese,,,,,,, Pepperoni
168,Bacon, Pepperoni, Italian Sausage,,,,, Chorizo Sausage
168,Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic
169,Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese,,,, Garlic
169,Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic,,, Oregano
169,Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions,,, Garlic
170,Sliced Ham, Pineapple,,,,,, Mozzarella Cheese
171,Tomatoes, Anchovies, Green Olives, Red Onions,,,, Garlic
172,Tomatoes, Anchovies, Green Olives, Red Onions,,,, Garlic
172,Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese
172,Chicken, Pineapple, Tomatoes, Red Peppers,,,, Thai Sweet Chilli Sauce
173,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
173,Pepperoni, Mushrooms, Red Onions, Red Peppers,,,, Bacon
173,Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic
174,Bacon, Pepperoni, Italian Sausage,,,,, Chorizo Sausage
174,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
174,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
174,Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic,,, Oregano
175,Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives,,, Garlic
176,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
176,Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese,,, Garlic
177,Tomatoes, Anchovies, Green Olives, Red Onions,,,, Garlic
177,Chicken, Pineapple, Tomatoes, Red Peppers,,,, Thai Sweet Chilli Sauce
178,Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese,,, Garlic
179,Sliced Ham, Pineapple,,,,,, Mozzarella Cheese
179,Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions,,, Garlic
179,Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic
180,Pepperoni, Mushrooms, Red Onions, Red Peppers,,,, Bacon
180,Prosciutto di San Daniele, Arugula,,,,,, Mozzarella Cheese
181,Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic
182,Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme,,, Garlic
182,Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese,,, Garlic
183,Tomatoes, Anchovies, Green Olives, Red Onions,,,, Garlic
183,Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic,,, Pesto Sauce
183,Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic,,, Pesto Sauce
184,Sliced Ham, Pineapple,,,,,, Mozzarella Cheese
185,Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions,,, Garlic
185,Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic,,, Pesto Sauce
186,Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic
186,Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce
186,Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic,,, Pesto Sauce
186,Chicken, Pineapple, Tomatoes, Red Peppers,,,, Thai Sweet Chilli Sauce
187,Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese,,, Garlic
187,Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic,,, Pesto Sauce
188,Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese,,, Garlic
188,Mozzarella Cheese,,,,,,, Pepperoni
188,Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese,,, Garlic
189,Bacon, Pepperoni, Italian Sausage,,,,, Chorizo Sausage
189,Chicken, Pineapple, Tomatoes, Red Peppers,,,, Thai Sweet Chilli Sauce
190,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
190,Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese,,,, Garlic
190,Pepperoni, Mushrooms,,,,,, Green Peppers
190,Prosciutto di San Daniele, Arugula,,,,,, Mozzarella Cheese
191,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
191,Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese,,, Alfredo Sauce
192,Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions,,, Garlic
192,Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce
193,Bacon, Pepperoni, Italian Sausage,,,,, Chorizo Sausage
193,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
193,Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese,,, Alfredo Sauce
194,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
195,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
196,Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions,,, Garlic
196,Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi,,, Garlic
196,Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic
197,Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese,,,, Garlic
197,Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic,,, Oregano
197,Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic,, Pesto Sauce
197,Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms,,,, Garlic
198,Bacon, Pepperoni, Italian Sausage,,,,, Chorizo Sausage
198,Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese,,, Alfredo Sauce
199,Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese,,, Alfredo Sauce
200,Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast,,, Red Onions
201,�Nduja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers,,, Garlic
201,Chicken, Tomatoes, Red Peppers, Spinach, Garlic,,, Pesto Sauce
201,Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives,,, Garlic
201,Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast,,, Red Onions
202,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
203,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
203,Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic,, Pesto Sauce
203,Pepperoni, Mushrooms,,,,,, Green Peppers
203,Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast,,, Red Onions
204,Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi,,, Garlic
205,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
205,Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese,,, Alfredo Sauce
205,Prosciutto di San Daniele, Arugula,,,,,, Mozzarella Cheese
206,Tomatoes, Anchovies, Green Olives, Red Onions,,,, Garlic
206,Mozzarella Cheese,,,,,,, Pepperoni
206,Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi,,, Garlic
207,Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi,,, Garlic
208,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
208,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
208,Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese,,, Alfredo Sauce
208,Mozzarella Cheese,,,,,,, Pepperoni
208,Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast,,, Red Onions
209,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
210,Spinach, Mushrooms, Red Onions, Feta Cheese,,,, Garlic
211,Mozzarella Cheese,,,,,,, Pepperoni
212,Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic,,, Oregano
213,Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese,,,, Garlic
214,Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic,,, Oregano
214,Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives,,, Garlic
214,Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic
214,Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic,,, Pesto Sauce
215,Spinach, Mushrooms, Tomatoes, Green Olives,,,, Feta Cheese
216,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
216,Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese,,, Garlic
216,Sliced Ham, Pineapple,,,,,, Mozzarella Cheese
217,Pepperoni, Mushrooms, Red Onions, Red Peppers,,,, Bacon
217,Spinach, Mushrooms, Red Onions, Feta Cheese,,,, Garlic
218,Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi,,, Garlic
219,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
219,Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese,,, Garlic
219,Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese,,, Garlic
219,Spinach, Mushrooms, Red Onions, Feta Cheese,,,, Garlic
220,Sliced Ham, Pineapple,,,,,, Mozzarella Cheese
220,Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic,,, Oregano
220,Tomatoes, Anchovies, Green Olives, Red Onions,,,, Garlic
220,Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi,,, Garlic
221,Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese,,, Garlic
221,Prosciutto di San Daniele, Arugula,,,,,, Mozzarella Cheese
221,Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast,,, Red Onions
222,Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese,,,, Garlic
222,Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions,,, Garlic
223,Pepperoni, Mushrooms,,,,,, Green Peppers
224,Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese,,, Alfredo Sauce
224,Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives,,, Garlic
224,Tomatoes, Anchovies, Green Olives, Red Onions,,,, Garlic
224,Chicken, Pineapple, Tomatoes, Red Peppers,,,, Thai Sweet Chilli Sauce
225,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
225,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
225,Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce
226,Pepperoni, Mushrooms, Red Onions, Red Peppers,,,, Bacon
227,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
227,Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast,,, Red Onions
228,Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic,, Pesto Sauce
229,Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic,, Pesto Sauce
229,Prosciutto di San Daniele, Arugula,,,,,, Mozzarella Cheese
229,Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic,,, Pesto Sauce
230,Chicken, Pineapple, Tomatoes, Red Peppers,,,, Thai Sweet Chilli Sauce
231,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
231,Tomatoes, Anchovies, Green Olives, Red Onions,,,, Garlic
231,Prosciutto di San Daniele, Arugula,,,,,, Mozzarella Cheese
232,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
232,Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese
233,Spinach, Mushrooms, Red Onions, Feta Cheese,,,, Garlic
234,Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese,,, Alfredo Sauce
234,Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives,,, Garlic
234,Tomatoes, Anchovies, Green Olives, Red Onions,,,, Garlic
235,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
236,Pepperoni, Mushrooms, Red Onions, Red Peppers,,,, Bacon
236,Spinach, Mushrooms, Tomatoes, Green Olives,,,, Feta Cheese
237,Spinach, Mushrooms, Tomatoes, Green Olives,,,, Feta Cheese
238,Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic,,, Pesto Sauce
239,Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives,,, Garlic
239,Chicken, Pineapple, Tomatoes, Red Peppers,,,, Thai Sweet Chilli Sauce
240,Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese,,,, Garlic
241,Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions,,, Garlic
241,Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese
242,�Nduja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers,,, Garlic
242,Chicken, Pineapple, Tomatoes, Red Peppers,,,, Thai Sweet Chilli Sauce
242,Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic
243,Pepperoni, Mushrooms, Red Onions, Red Peppers,,,, Bacon
243,Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese
244,Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives,,, Garlic
244,Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi,,, Garlic
245,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
245,Chicken, Tomatoes, Red Peppers, Spinach, Garlic,,, Pesto Sauce
246,Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese,,, Alfredo Sauce
246,Mozzarella Cheese,,,,,,, Pepperoni
247,Sliced Ham, Pineapple,,,,,, Mozzarella Cheese
247,Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions,,, Garlic
247,Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese
248,Sliced Ham, Pineapple,,,,,, Mozzarella Cheese
248,Chicken, Pineapple, Tomatoes, Red Peppers,,,, Thai Sweet Chilli Sauce
249,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
249,�Nduja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers,,, Garlic
250,Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese,,,, Garlic
251,Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic
252,Prosciutto di San Daniele, Arugula,,,,,, Mozzarella Cheese
253,Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme,,, Garlic
254,Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions,,, Barbecue Sauce
254,Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme,,, Garlic
254,Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese,,, Garlic
255,Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese,,, Garlic
255,Spinach, Mushrooms, Tomatoes, Green Olives,,,, Feta Cheese
255,Sliced Ham, Pineapple,,,,,, Mozzarella Cheese
255,Spinach, Mushrooms, Red Onions, Feta Cheese,,,, Garlic
256,Pepperoni, Mushrooms,,,,,, Green Peppers
257,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
257,Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese,,, Alfredo Sauce
258,Pepperoni, Mushrooms, Red Onions, Red Peppers,,,, Bacon
259,Mozzarella Cheese,,,,,,, Pepperoni
260,Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese,,, Garlic
260,Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast,,, Red Onions
261,Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme,,, Garlic
262,Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese,, Gouda Cheese
